,id,comment_text,score,toxic,severe_toxic,obscene,threat,insult,identity_hate
25351,eac84ebd5a2b6393,"FUCK U DIRTY INDIAN 

I HATE INDIANS...YOU GUYS OUR SLAVES IN DUBAI!!!",0.9929213,1,0,1,0,1,1
25369,eab4d7298571512e,"OK, i leave it..... but you are all racists.",0.73449326,1,0,0,0,0,0
25371,eab35a94edfe8946,Remeber rahmatul lil alameen? You Sunni monkeys should remember this! Stop persecuting Ahmadis you terrorists!,0.7689351,1,1,0,0,1,1
25376,eaac752ae552d44a,"'''[[
== [[
[[== THIS SITE IS STUPID DON'T TRUST IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!]]' ==]] ==]]'",0.93232936,1,0,0,0,1,0
25379,eaa76f9c074e3aa5,"Daedalus is nothing but a filthy n!gger and a cyberstalker who sits in his mommy's basement and who fails - yet again - at trying to ban me and stop me from getting my lulz on.  I have access to THOUSANDS of IPs and have many 25 sleeper accounts, so u fail u wiki-police homos.  plz feel free to suck my d!ck u n!gger f@ggot.  You==========> fail. anyways, u have to be watchful everywhere - i can pick and chose my announcements at will, and still edit via my sleeper accounts from IPs all across the world. u wont no when or where i will appear. my lulz is 4ever u n!gger f@gget.

Stop cyberstalking people u freak. go back to hiding in mommy's basement and playing Call of Duty or whatever gay thing u do since it is obvious that u are unemployeed cuz u spend all day on wikipedia looking like the lozer u are.  Moar lulz for me!!!!  Horray for me!!!  Im kool and ur a fool!!!!  I shall surface again and make myself known in a month or two. HEY EVERYBODY - Daedalus is a n!gger and a f@ggot!!!!!!!!!!  Look at the n!gger f@ggot!  You===========> fail.",0.90174884,1,1,1,0,1,1
25388,ea96312f5131a265,editors are gay they should all go fuck themselves,0.9875426,1,1,1,0,1,1
25468,ea1dedba4b25d0a8,it's non of your business mother fucker,0.97995245,1,0,1,0,1,0
25486,ea07d5bdbdeb9253,"""IF YOU DONT LIKE ME LEAVING NASTY MESSAGES AND DEFACING YOUR TALK PAGE, THEN STOP DELETING ARTICLES THAT YOU PERSONALLY, UNILATERALLY DECIDE ARE """"IRRELEVANT"""" , DO NOT DELETE JESSE MCGRAW AGAIN, ALL INFORMATION IS RELEVANT, NOT JUST THE INFORMATION YOU BELIEVE YOU HAVE THE RIGHT TO PICK AND CHOOSE WHAT GETS PRESERVED, WHO DO YOU THINK YOU ARE? YOU FVCKING AS5H0LE
""",0.794439,1,0,1,0,1,0
25490,ea027943ceb11682,"So you don't understand english and you're paranoid and stupid, got anything else you'd like to share with the group?",0.90171677,1,0,0,0,0,0
25495,e9f9ab3e322df53d,"military of cape verde 

could you please put an edit on the Military of Cape Verde i don't  know russian equipment   
i know that amilcar cabral had visited russia like 3/4 times but i don't know i heard english poeple on TV saying russia is shit cold but yeah they had the coldwar (  )",0.8001995,1,0,0,0,0,0
25500,e9efe4bae7756dd5,"You ignorant fool, i did not even say one swear word at Klptyzm. I think i shall complain about How bad of an admin you are to",0.9384366,1,0,1,0,1,0
25504,e9eb7e6a0f16e256,"Look sussexman, we have won. Racist brits like you will never defeat us. God bless Vintagekits for exposing your lies and hatred",0.8355208,1,0,0,0,0,0
25522,e9c5c22464b200cb,Chavez sure isnt a hero. He's classic scum. And your dumb people fell for his shenanigans.,0.93142897,1,0,1,0,1,0
25535,e9b92c6c6b01aeef,"FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT 
 FUCK YOU YOU PIECE OF SHIT",0.99798244,1,1,1,0,1,0
25558,e99629a6668001c5,m crazy german nutcase it,0.8458022,1,0,0,0,0,0
25570,e98730da5f265d8b,U have your nose so far up his A$$ u look like Pinnochio.,0.8018403,1,0,1,0,0,0
25578,e97d6342d641c831,"WHO THE FUCK DO YOU THINK YOU ARE DELETING THE SMS SECTION TO THE SYDNEY GANG RAPES - IT IS SOURCED AND VERIFIED AND NOT BIASED - SO WHY THE FUCK DID YOU REVERT IT - REVERT THE THINGS WHICH YOU THINK TO BE UNSOURCED, BUT NOT EVERYTHING YOU IDIOT - IT WAS IN THE ARTICLE FOR MONTHS AND MONTHS UNTIL TWO DAYS AGO, AND YOU DIDNT HAVE A PROBLEM WITH IT THEN - STOP YOUR ISLAMIC AGENDA TO HIDE THE TRUTH OF THE RAPES THAT THEY WERE RACIST - LOOK AT THE SMS MESSAGES INCITE BASH A CHRISTIAN!!! YOU FUCKING SCUM!!! I HOPE YOU HAVE A DAUGHTER AND SHE IS RAPED AND SHE IS TOLD SHE DESERVES IT BECAUSE SHE IS AN AUSIE PIG, THEN WHEN YOU MAKE AN UTTERANCE ABOUT IT, WE'LL CALLYOU RACIST AND THEN WHITEWASH THE TRUTH",0.93834305,1,1,1,0,1,0
25604,e95dab452daf7f74,"You're a Mathsci sockpuppet, aren't you?",0.8606264,1,0,0,0,0,0
25617,e949f403101a9797,you will see hell again.no matter what on earth i must do the wiki will accept myPOV or be crushed,0.73541534,1,0,0,0,0,0
25637,e9302862e8b14567,Come on man......your being rediculous just beacause you diagree with me.  Do you see what I wrote above before your wrote this?  Be reasonable.,0.7354582,0,0,0,0,0,0
25648,e9260771eafa86c1,I would like to know how to suck a C O ( K,0.932222,1,0,1,0,0,0
25660,e9116937d45b8aab,You are a FIRST RATE A-HOLE. I hope you never lose a child or someone in your life like the Burgess family and have people be so blatantly insentive to you as you are to them.  You are a disgrace!,0.89138305,1,0,0,0,0,0
25669,e908f4898e882870,"""

Peridon... 
i had a good feeling about you. you are not like the other wikipedia """"snitches"""". you are different. dont sell yourself out to being like """"them"""". this is not the way to gain self respect.
you know im not a sock. dont get sucked up into their little games. 
I will pray for you because i know there is more to you then this spi crap.
you know you are much better then that.
and you know you can contribute alot more to this life then trying to catch """"socks"""".
you said that papphase is like you. No that is not true. Papphase is lost in his own thinking.
you are much better then that. done settle for being """"like"""" papphase. 
i wouldnt want to be like him. he is a very misearable and unhappy being who needs to make others feel less then equal so that he can feel important.
i pray for you. 
  """,0.69542736,0,0,0,0,0,0
25676,e8feb22b76214ae6,"""

Please restrict """"Omnicron8"""" and all the other Wiki-trolls from sabotaging profiles.

You have no way of reporting abuse.  It should be as simple as clicking their username, and clicking a report this user link.  Flag. SOMETHING.  It's really pathetic how these freaks have so much time on their hands.""",0.7680941,0,0,0,0,0,0
25682,e8f2c83511490b07,"""

A RESPONSE TO . I ENTITLE THIS """"YOUR STUPIDITY""""
The Assyrians are not extinct you incompetent bigoted fool. You lack all things historical you impotent maggot. The Assyrians have existed for over 6500 years you incumbent animal. The Assyrians first spoke Akkadian and in the 8th century the kings of Assyria chose Aramaic as the lingua franca of their mighty empire you extinct ape. We have simultaneously existed throughout the ancient era up until the present day you rotten corpse. We were the first nation to accept Christianity and the Assyrian Church of the East spread as far as China and Japan and India in the 6th century AD you degenerate dog. The Assyrians have been and will always continue to exist through persecution and Diaspora you maggot. The aramaena peoples are an extinct pseudo people who never existed since the Assyrians destroyed their kingdom and reduced it to a vassal state you mongrel. This Aramean Syriac name is a name created by radical separatists who deny their ethical heritage since the late 1980s you snake. The Assyrians speak modern Aramaic the Aramaic in which Christ spoke 2 thousand years ago you uneducated mule. Your statements lack depth in all facets; they are unencylcopediatic, unsourced, close minded, uneducated, mentally degenerate comments that seek to downsize the most ancient people down to nothing. You claim that this name was invented by some new comers almost a hundred years ago, this comment alone shows how completely incompetent you are. I have documents that are hundreds of years old that have been passed down through my family over the centuries that specifically speak about the Assyrians and how this name is far more ancient then simple minded people like you claim. This will be the only comment I will make for you because I will not waste my time speaking to a mentally degenerate pig such as yourself who is a denialist, racist, and complete bigot and a distorter of history who denies the race of the Assyrians exist. I will pray every day that you may you die a most horrible death.68.185.65.244  """,0.7854567,1,0,0,0,0,0
25686,e8f01ac31b5bc0fc,"""
Wikipedia Doesn't Know What The Hell They're Doing
If you didn't know this or not, Bridget Mendler had nothing to do with this film. If I see her name placed on this page again I'm shutting this entire website down. This would not be the first mistake made by wikipedia. Countless """"Crap"""" has been spotted by me. If you didn't know this already, almost 87% of information on wikipedia.org is incorrect or untrue. I'm watching and will shut this thing down with my eyes closed you bunch of hog sucking clowns.""",0.88824683,1,0,1,0,1,0
25706,e8d15bd3fac50b6a,"200.68.127.154 wrote (21:56 - 22:04, 22 February 2006):

WHY YOU PROTECTED THAT PAGE?????

    FUCK YOU YOU ARE A FUCKING IDIOT YOU WROTE THAT STUPID COMMENT YOU KNOW NOTHING!!!!!!!!!!!!

        YOU CAN'T PROTECT THAT PAGE FOREVER THE U.S. AND ARGENTINA SUCKS

http://en.wikipedia.org/w/index.php?title=User_talk:Vsmith&oldid;=40766456

VSMITH AND ONEEUROPEANHEART AND PABLOFLORES ARE ALL FUKCING IDIOTS!!!!!!
http://en.wikipedia.org/w/index.php?title=Talk:Huemul_Project&oldid;=40766701
VSMITH AND ONEEUROPEANHEART AND PABLOFLORES ARE ALL FUKCING IDIOTS!!!!!!
http://en.wikipedia.org/w/index.php?title=Talk:Comisi%C3%B3n_Nacional_de_Energ%C3%ADa_At%C3%B3mica&oldid;=40766655
VSMITH AND ONEEUROPEANHEART AND PABLOFLORES ARE ALL FUKCING IDIOTS!!!!!!
http://en.wikipedia.org/w/index.php?title=Instituto_Balseiro&oldid;=40766799

etc.",0.98419094,1,1,1,0,1,1
25718,e8bf4181a4694a28,If you don't think who started it is important I call YOU an IDIOT! IDIOT!,0.989419,1,0,0,0,1,0
25726,e8b17f51bb8c847d,"fucking little white nazis always want to get there way, they believe fair is a shade of skin not a form of equality. cant blame them if my dick was that small id be pissed off too ;)124.180.159.192",0.93286353,1,1,1,0,1,1
25727,e8b043b74dc9c4a7,"""

 == deflem said """"fuck you Wikipedia"""" ==

 

""",0.95919275,1,1,1,0,0,0
25733,e89e826751cffb30,"Go fuck yourself, you are shit human. 220.253.22.120",0.9959353,1,0,1,0,1,0
25738,e8938121a4645cf7,"Hello 

How are you?

Have you had sexual relations with any black men recently?",0.76949555,1,0,0,0,0,0
25742,e88d88ed4c86db60,"who cares if someone changes one example name.... its not like BOB has to be second and DAN has to be fourth in that cross country running example... that's the beauty of it... leaving your own little mark on the internet by changing ONE FREAKING, NON-FACT BASED, EXAMPLE name. im not a vandal at all, and have made many, many constructive page edits, you damn wikinazi. get a life.",0.7803182,1,0,0,0,0,0
25783,e852e3b8ccb42466,Listen here faggot im not in the mood for your shit so pls shut the hell up!,0.9683643,1,0,1,0,1,1
25796,e840ca6d6e216eb4,"P.S. It's also an indication of how stupid the average vandal is. If he didn't leave his calling card on my user page every time he went on a de-China spree, I probably wouldn't have noticed )",0.77138716,0,0,0,0,0,0
25804,e838d21317ca97fa,"do me a favor alan, 

 == == == == FUCK OFF == == == ==",0.9585998,1,0,1,0,0,0
25826,e81f696c2104a76e,"?

UNBLOCK ME!!!

EURYALUS, YOU ASSHOLE! SANDBAGGER!!!

UNBLOCK ME ALREADY!!!",0.95408934,1,1,1,0,1,0
25832,e819b39dc0260bb4,"ric flairs gonna return dumbass!! 

  it has been reported that ric flair is gonna return to monday night june 16 hes gonna manag the miz so if you think im not gonna write again yo ass is wrong if you delete it again ima write again if you do delete it ill report you.",0.92344344,1,0,0,0,0,0
25850,e7f65353007600ac,""" THEY ARE SO SENSITIVE, THEY WANNA KILL THEMSELVES WHEN YOU MAKE A """"PERSONAL ATTACK,"""" WHATEVER THE FUCK THAT IS...""",0.943601,1,0,1,0,0,0
25855,e7f09df33f208db7,"""
Ha ha Ha! Using our logic Purrum, tells us clearly that your silly childish opinions/views/hopotheticals/accusations/allegations are contributing to your insanity. Nobody is interested really! How about you stick to """"The Facts"""". If you are mentally disabled to accept """"The Facts"""", then shut your stupid mouth. Read """"The Facts"""" in the court trial transcript, including the hundreds of articles published over the decades that support """"The Facts"""". (reference: Court Trial Transcript - Queen v. Ryan & Walker, March 15-30, 1966.) Also note, Hodson's death certificate states """"death by bullet wound"""" and his cremated remains can be found under a tree at Springvale Cemetery. 60.224.64.166  
""",0.80353963,0,0,0,0,0,0
25859,e7eca2e984bf6738,"How about this, GO FUCK YOURSELF!!",0.981556,1,0,1,0,1,0
25867,e7e102ade0ea5da1,PS:  Dougweller made a 1/2 assed mess of my edits by randomly hacking them.  Someone should fix the mess that HE made - that wasn't my doing.  Try deleting ALL my content for the last 6 hours - otherwise you've got things messed up. Can't even do a delete correctly wiki-sucks.,0.7695834,0,0,0,0,0,0
25879,e7ce987e31f53fc9,"Sacha Baron Cohen

Oh my God! This guy is hillirious! He's my favorite comedy actor! I love it how he's always in character! He should play a retard next! LOL!",0.7172575,0,0,0,0,0,0
25918,e7a230161af0d8e0,FUCK YOU I WON'T DO WHAT YOU TELL ME!-ANON,0.98381394,1,1,1,0,0,0
25920,e79fc840c079cba8,"Feathers & Fools 

Why would you delete my article Feathers & Fools, even after I changed it into stub!",0.77293175,0,0,0,0,0,0
25937,e790a47004030f07,"Are you an idiot who doesn't understand if it doesn't explain separately?
Foolishness ..disappearing...",0.9645603,1,0,0,0,1,0
25945,e783fd267f3a9d3b,"FUCK WIKIPEDIA ON WHEELS! 

Fuck off wikipedia you fat bastard on wheels who eats your own shit!",0.998136,1,1,1,0,1,0
25965,e769fd148a58909e,"Banned means banned. 

Fuck you. I'm not a female. Get a fucking brain.",0.97531444,1,0,1,0,1,0
25971,e762228095b22fac,"Al Ameer son, you yourself should be banned. On your user page you endorse a dictator (Nasser of Egypt) who said once that Israel should be burned to the ground and that all Jews should be thrown to the sea. Shame on YOU!! This is becoming a joint Arab venture I see, and don't think for a moment that the administrators are that stupid (and they're not, thank God).",0.82765067,0,0,0,0,0,0
25974,e7607d6b59942169,"http://www.nvidia.com/download/driverResults.aspx/80913/en-us Driver is now WHQL certified, proving the admis are clueless morons as usual.",0.8060606,0,0,0,0,0,0
25988,e742bada56276b44,KORG IS A MORON! 216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  [[Special:Contributions/216.229.227.144|216.229.227.14,0.8004022,1,0,0,0,0,0
26000,e73157312c12fc47,"""Ok, maybe I'll ask you again. WHO THE HELL ARE YOU AND WHAT DO YOU WANT FROM ME?

And you seem like a shameless (or just very strange) person.

Criticising my language skills while you right like shit, editing my obviously-more-knowledgeable-than-you contributions, while just lowering the articles quality, and then even call me """"ignorant"""" but make some fantasy story to yourself about me """"personal attacking"""" you when your just being replied to.

But I've already seen some article that concluded that the Wikipedia editors are shown to some very arrogant and antisocial people, so I probably shouldn't be surprised about your strange actions and understanding of what's happening.   

""",0.8606264,1,0,0,0,0,0
26004,e72cd6cbe703a2ca,"wTF? first learn English, second go fuck elsewhere asshole. your post is here is pointless and totally irrelevant and since you come here with nonsense and shit, what's this IP? i'm millionaire in IP so what? you come here flame me in French so the English admins can't get it. je t'encule sale PD! tu crois quoi que j'ai qu'une seule IP sale con? j'ai plein de comptes ici et dans les autres wiki alors va te faire mettre sale facho de merde. bloquez-en une j'en créé cinq autres pauvre cave. je vais où je veux, je dis ce que je veux quand je veux et je t'encule pauvre type!",0.91406596,1,0,1,0,1,0
26005,e72ca5c1938c2a6e,"""Yep.  Welcome to Wikipedia.  Otherwise known as """"Zoe's domain.""""  Whatever she doesn't like, she wipes, and always has some excuse about """"violating copyright,"""" etc. even when there's no such violation.  Especially if you're new.  Then she accuses everyone who agrees with you of being a sockpuppet.  Typical frustrated fangirl.  

""",0.69542736,1,0,0,0,0,0
26010,e7165363e4571daf,"False Accusations and Bullying

Penbat, are you really so Narcissistic that you cannot handle being ignored, even by me, someone you do not actually know, and to whom you have no significance?

You have filled a load of articles with absolute rubbish...but to be honest, I didn't even have to read them to know you would do that given half a chance. Anything I have ever seen you post anywhere is some form of egomanical pseudo-expertise you concocted to suit yourself, why would Wikipedia be any different? 

You have also told too many blatant lies *about* me to ever have any credibility with me at all...basically, from my point of view, you have always been a nasty, hypocritical, little bully with an ego the size of mainland China jumping on a malicious bandwagon for the joy you derive from stirring the pot, feeling you are causing distress and being the center of someone's attention. 

This time you accused User:Alamanth of being me...because he/she challenged your nonsense and you want to make that, VERY valid, challenge go away - you couldn't care less that you are slandering me (as you have done so often before to get attention and your own way) and Alamanth, all that matters to you is self-gratification. 

You really ARE a nasty little man. The REAL Zeraeph109.79.193.159",0.794439,1,0,0,0,0,0
26015,e70fe8ab22643194,"hey m00 

you are the worst",0.7285082,1,0,0,0,1,0
26016,e70d952d4a2195f1,"Dear Gay Man 
do you have AIDS?",0.76871824,1,0,0,0,0,0
26030,e6f4c4014025ef62,"Do not tell me what to do, you shitbag.",0.932645,1,0,1,0,1,0
26033,e6f2cdb0c383f356,"Waaaah.  Go crawl back in your hole, kid.",0.88567704,1,0,0,0,0,0
26050,e6d74f978f2c4e9f,"you are gay 

faggot, trying to block my ass, I'M BEHIND SEVEN PROXIES!",0.9897058,1,1,1,0,1,1
26065,e6c4d09edbb6fef0,"You are a gutless piece of shit, hate to be you Aussie Legend, you are no legend, your are a retard.get a life lame ass",0.9897058,1,0,1,0,1,0
26070,e6bca794ffc4c1df,"Gamaliel is a spic asshole with an axe to grind.  Get rid of him. He should be picking something, not allowed to play on Wikipedia.",0.96453816,1,0,1,0,1,0
26072,e6b748e2d483f91d,I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG ==== I AM A CUNTBAG,0.8459987,1,0,0,0,0,0
26102,e693082c98d3077a,"""

Could you please """"Blocked Indefinitely"""" until I'll kill you first?!!! (*GUNSHOTS*) Now You're dead again! 2602:252:D2D:4170:DEA:9F7B:2752:4C92  """,0.76985675,1,0,0,0,0,0
26134,e651d43c5633fee5,"I have never seen so many stupid people pretending to be halfway smart as in this section. It's COBOL, not Cobol, and it does not represent years as strings, you morons. You use two digits - digits, not strings - in WORKING STORAGE, denoting them as '99', meaning directly two digits. In IBM's own collating sequence of course.

Why don't you people just bugger out of here and leave this high brow stuff to people with an education and an IQ above that of your ilk - that of the common ape?",0.8355208,1,0,0,0,0,0
26158,e62f588c0c7cb494,mother fucking cunt bitch,0.99426335,1,1,1,0,1,0
26176,e61654d5b5f28ac2,wqhy the hell did oyu delete the pocs article,0.69542736,1,0,0,0,0,0
26179,e6146f5fb2897913,i dont think i should be blocked be cause yall r illiterate yankees (bunch of idiots),0.9316998,1,0,0,0,1,0
26193,e604b6233d410fa0,"Any notional improvement was purely accidental I can assure you. This is a pointless block. It doesn't address the reason for my incivility (not only was I eminently polite in the opening exhanges, I will be polite in future as soon as someone stops people like HiLo and the rest being deliberately obtuse for no other reason that to stall the debate and thus get their desired outcome through these despicable means), and it also doesn't teach ignorant pricks like Alex or Resolute or Thryduulf or the countless other luminaries on display in there that no, not everyone's opinion is equally valid, not when it so blatantly contradicts sources or reality, and is basically just 100% grade A-Bullshit straight out of the Insanity Farm they call a brain. Never mind ITN, does anyone ever check if any of these fucktards have ever gone one step further and, instead of just spouting this sort of crap at ITN, has any of them ever got one of their batshit opinions about topics like football into an actual article to present it as fact? Will we find out somewhere in Wikipedia what the blocker position is in association football for example? Is there an article somewhere that really says winning 13 EPL titles is seen as no big deal? Does Alex Ferguson's article really say that his retirement had no impact and was only of local significance? Really? Seriously? Dickheads. If that story fails to get posted, it will not be my fault, it will be primarily down to the ignorant pricks who would not know the consensus process if it was drawn out for them using their own crayons, and secondarily, down to people like you and ThaddeusB who just stood back and watched them piss all over what in reality should have been a very straightforward exchange of facts and evidence leading to a posting nearly 30 hours ago, back when this was actually major breaking news, rather than just ongoing news.",0.769487,0,0,0,0,0,0
26205,e5f64c4000f97250,God for an experienced Wikipedian you are an arrogant piece of shit. How about checking out the source to see if it is reliable. Bloody Hell.,0.95903826,1,0,0,0,0,0
26209,e5ea4e8c9d53d77a,"==Wow i jsut did a test for this saying bill cosby was homosexual and it was instantly tooken off, good work(thumbs up)at least someone cares about this site",0.7093121,0,0,0,0,0,0
26220,e5de902bf26e1893,"You twit

The vandalism with which you charge me was an edit to MY contribution, which you might see if you got your head out of your ass for a breath of fresh air.",0.93232936,1,0,1,0,0,0
26224,e5da36931d2995aa,"{{unblock-auto|...}fuck you...you piece of shit suck my dick...48 is that all u can do.......
my boys are coming later so suck my fat dick}",0.9887148,1,1,1,0,1,0
26230,e5cf07ee0dab23d8,im gonna shit in your sandbox in a minute.,0.93232936,1,0,1,0,0,0
26234,e5c6f5e8ccd6bf0f,"""
  

Your request to be unblocked has been granted for the following reason(s):
 Geez, I feel for you brother.  Damn, that Cialis shit is off the hook.

Request handled by: 75.100.83.239  """,0.7898323,0,0,1,0,0,0
26237,e5c518c821550c86,lasers. What an asshat,0.93232936,1,0,1,0,0,0
26254,e5b2945388b75760,"You are a Problem

your probably some freshman hs student who kissed major ass just to become an administrator and use it to fuck with other people.",0.9480856,1,0,1,0,1,0
26263,e59fb95235dba27d,"no fucking shit, dick head.",0.9921564,1,0,1,0,1,0
